Street,Full,Lat,Long
Ka Wai Man Road,"Ka Wai Man Rd, Kennedy Town, Hong Kong",22.2816667,114.1242548
Ka Wing Street,"Ka Wing St, Yau Tong, Hong Kong",22.2942809,114.2385955
Ka Wo Street,"Ka Wo St, Tin Wan, Hong Kong",22.2497716,114.1487302
Ka Yip Street,"Ka Yip St, Chai Wan, Hong Kong",22.269079,114.245436
Kadoorie Avenue,"Kadoorie Ave, Hong Kong",22.3224886,114.1755484
Kai Cheung Road,"Kai Cheung Rd, Hong Kong",22.3255199,114.2084887
Kai Chiu Road,"Kai Chiu Rd, Causeway Bay, Hong Kong",22.2793921,114.1838825
Kai Fuk Road,"Kai Fuk Rd, Hong Kong",22.3186736,114.2082952
Kai Hing Road,"Kai Hing Rd, Hong Kong",22.3155858,114.2122693
Kai Lai Road,"Kai Lai Rd, Kowloon Bay, Hong Kong",22.3275304,114.2071594
Kai Lim Road,"Kai Lim Rd, Hong Kong",22.3120354,114.2303404
Kai Lok Street,"Kai Lok St, Kowloon Bay, Hong Kong",22.3263799,114.2100974
Kai Ming Street,"Kai Ming St, To Kwa Wan, Hong Kong",22.3137142,114.1885625
Kai Shing Street,"Kai Shing St, Hong Kong",22.3263382,114.2046182
Kai Shun Road,"Kai Shun Rd, Kowloon Bay, Hong Kong",22.326,114.205901
Kai Tai Lane,"Kai Tai Ln, Kowloon Bay, Hong Kong",22.3271046,114.2121794
Kai Tak Road,"Kai Tak Rd, Kowloon City, Hong Kong",22.3294665,114.1921488
Kai Tin Road,"Kai Tin Rd, Lam Tin, Hong Kong",22.3084227,114.234539
Kai Wah Street,"Kai Wah St, Kowloon Bay, Hong Kong",22.3266637,114.2051758
Kai Yan Street,"Kai Yan St, Kowloon Bay, Hong Kong",22.3283065,114.206813
Kai Yip Road,"Kai Yip Rd, Kowloon Bay, Hong Kong",22.329545,114.2099395
Kai Yuen Street,"Kai Yuen St, Hong Kong",22.2900579,114.2033052
Kai Yuen Terrace,"Kai Yuen Terrace, Hong Kong",22.2908882,114.2037846
Kam Chi Path,"榮池徑, Ngau Chi Wan, Hong Kong",22.335143,114.208548
Kam Chuk Lane,"Kam Chuk Ln, Hong Kong",22.343412,114.187816
Kam Fong Street,"Kam Fong St, Mong Kok, Hong Kong",22.3156596,114.1673376
Kam Fung Street,"Fung Kam St, Yuen Long, Hong Kong",22.4422311,114.0333987
Kam Hong Street,"Kam Hong St, North Point, Hong Kong",22.2919267,114.2015829
Kam Lam Street,"Kam Lam St, Mong Kok, Hong Kong",22.3165592,114.167135
Kam Ping Street,"Kam Ping St, North Point, Hong Kong",22.2902838,114.2000676
Kam Shing Road,"Kam Shing Rd, Hong Kong",22.3393384,114.1805476
Kam Wa Street,"Kam Wa St, Shau Kei Wan, Hong Kong",22.2779318,114.2295647
Kam Wing Street,"Kam Wing St, San Po Kong, Hong Kong",22.3360025,114.1955045
Kam Yuen Lane,"Kam Yuen Ln, Chai Wan, Hong Kong",22.2646069,114.2405088
Kansu Street,"Kansu St, Yau Ma Tei, Hong Kong",22.3087783,114.169631
Kat On Street,"Kat On St, Wan Chai, Hong Kong",22.2734538,114.1741524
Kau Pui Lung Road,"Kau Pui Lung Rd, Hong Kong",22.3176452,114.1864293
Kau U Fong,"Kau U Fong, Central, Hong Kong",22.2844741,114.1529313
Kau U Fong North,"Kau U Fong, Central, Hong Kong",22.2844741,114.1529313
Kau U Fong West,"Kau U Fong, Central, Hong Kong",22.2844741,114.1529313
Kei Yip Lane,"Kei Yip Ln, Kwun Tong, Hong Kong",22.3087961,114.2213947
Kei Yip Street,"Kei Yip St, Kwun Tong, Hong Kong",22.3091631,114.2210958
Kellett Island,"Kellet Island, Hong Kong",22.2826416,114.181835
Keng Shan Lane,"Keng Shan Ln, Shau Kei Wan, Hong Kong",22.2792427,114.2299347
Kennedy Road,"Kennedy Rd, Hong Kong",22.2750017,114.165993
Kennedy Street,"Kennedy St, Wan Chai, Hong Kong",22.2736213,114.1745197
Kennedy Town New Praya,"New Praya Kennedy Town, Sai Wan, Hong Kong",22.2837367,114.1266007
Kennedy Town Praya,"New Praya Kennedy Town, Sai Wan, Hong Kong",22.2837367,114.1266007
Kent Road,"Kent Rd, Hong Kong",22.3385983,114.1763974
Keswick Street,"Keswick St, Causeway Bay, Hong Kong",22.2785208,114.186524
Ki Ling Lane,"Ki Ling Ln, Sai Wan, Hong Kong",22.2874509,114.1414359
Ki Lung Street,"Ki Lung St, Hong Kong",22.3274784,114.1637671
Ki Lung Street,"Ki Lung St, Hong Kong",22.3274784,114.1637671
Kiang Hsi Street,"Kiang Hsi St, Lo Lung Hang, Hong Kong",22.3144101,114.1871074
Kiang Su Street,"Kiang Su St, To Kwa Wan, Hong Kong",22.3162653,114.1869658
Kim Shin Lane,"Kim Shin Ln, Cheung Sha Wan, Hong Kong",22.33928,114.1528165
Kimberley Road,"Kimberley Rd, Tsim Sha Tsui, Hong Kong",22.3008209,114.1740694
Kimberley Street,"Kimberley St, Tsim Sha Tsui, Hong Kong",22.3004783,114.1743063
Kin Hang Terrace,"Tai Hang Terrace, 5 Chun Fai Rd, Tai Hang, Hong Kong",22.2742507,114.1938637
Kin Sau Lane,"Kin Sau Ln, Central, Hong Kong",22.2837675,114.1533143
Kin Wah Street,"Kin Wah St, North Point, Hong Kong",22.2892577,114.1969731
Kin Wan Street,"Kin Wan St, Hung Hom, Hong Kong",22.3005158,114.1867607
King Fuk Street,"King Fuk St, San Po Kong, Hong Kong",22.3345788,114.1980823
King Hong Street,"Hong King St, Yuen Long, Hong Kong",22.4435265,114.0275568
King Kwong Street,"King Kwong St, Happy Valley, Hong Kong",22.2689401,114.1847819
King Lam Street,"King Lam St, Cheung Sha Wan, Hong Kong",22.339214,114.147193
King Ming Road,"King Ming Rd, Causeway Bay, Hong Kong",22.2866172,114.190365
King Sing Street,"King Sing St, Wan Chai, Hong Kong",22.2740349,114.1740556
King Street,"King St, Tai Hang, Hong Kong",22.2787405,114.192035
King Tai Street,"King Tai St, Hong Kong",22.3340179,114.1976876
King Tak Street,"King Tak St, Quarry Hill, Hong Kong",22.3199097,114.1799782
King Tung Street,"King Tung St, Hammer Hill, Hong Kong",22.3407242,114.2100661
King Wah Road,"King Wah Rd, Hong Kong",22.2887004,114.1918643
King Wan Street,"Wan King St, To Kwa Wan, Hong Kong",22.3127743,114.1890632
King Yip Lane,"King Yip St, Kwun Tong, Hong Kong",22.3081327,114.2257233
King Yip Street,"King Yip St, Kwun Tong, Hong Kong",22.3081327,114.2257233
King's Park Hill Road,"King's Park Hill Rd, Yau Ma Tei, Hong Kong",22.3123231,114.1747534
King's Park Rise,"King's Park Rise, Yau Ma Tei, Hong Kong",22.3112361,114.1746537
King's Road,"King's Rd, Hong Kong",22.2890111,114.209664
King's Terrace,"2-3 Tak Hing Street, Hong Kong",22.304247,114.172371
Kingston Street,"Kingston St, Causeway Bay, Hong Kong",22.281588,114.185488
Kiu Kiang Street,"Kiu Kiang St, Hong Kong",22.3324959,114.1601252
Kiu Yam Street,"Kiu Yam St, Lei Cheng Uk, Hong Kong",22.3343607,114.1624192
Knight Street,"Knight St, Hong Kong",22.326178,114.176287
Knutsford Terrace,"Knutsford Terrace, Tsim Sha Tsui, Hong Kong",22.3011967,114.1740122
Ko Chiu Path,"Ko Chiu Rd, Hong Kong",22.2978265,114.2405706
Ko Chiu Road,"Ko Chiu Rd, Hong Kong",22.2978265,114.2405706
Ko Fai Road,"Ko Fai Rd, Yau Tong, Hong Kong",22.2959628,114.2358904
Ko Long Road,Hong Kong,22.396428,114.109497
Ko On Lane,"Ko On Ln, Yau Tong, Hong Kong",22.2958692,114.2374349
Ko Shan Road,"Ko Shan Rd, Hong Kong",22.3136485,114.1864309
Ko Shing Street,"Ko Shing St, Sheung Wan, Hong Kong",22.2870511,114.1462669
Kok Cheung Street,"Kok Cheung St, Tai Kok Tsui, Hong Kong",22.3213487,114.1603914
Kom Tsun Street,"Kom Tsun St, Cheung Sha Wan, Hong Kong",22.3372894,114.145045
Kom U Street,"Kom U St, Sheung Wan, Hong Kong",22.2865261,114.1462542
Kong Chung Lane,"Kong Chung Ln, Central, Hong Kong",22.286801,114.155622
Kong Sin Wan Road,"Kong Sin Wan Rd, Telegraph Bay, Hong Kong",22.2639927,114.1304919
Koon Wah Lane,"Koon Wah Ln, Tsz Wan Shan, Hong Kong",22.3469715,114.2020365
Kornhill Road,"Kornhill Rd, Kornhill, Hong Kong",22.2845396,114.2170679
Kotewall Road,"Kotewall Rd, Mid-level, Hong Kong",22.2812358,114.1410606
Kowloon City Road,"Kowloon City Rd, Hong Kong",22.319469,114.1895049
Kowloon Park Drive,"Kowloon Park Dr, Tsim Sha Tsui, Hong Kong",22.2974998,114.169893
Kowloon Road,"Kowloon Rd, Hong Kong",22.3342688,114.1626357
Kui In Fong,"Kui In Fong, Tai Ping Shan, Hong Kong",22.2839883,114.1487087
Kui Yan Lane,"Kui Yan Ln, Shek Tong Tsui, Hong Kong",22.2853471,114.1386926
Kun Yam Street,"Kun Yam St, Hung Hom, Hong Kong",22.3075945,114.185466
Kung Lok Road,"Kung Lok Rd, Hong Kong",22.317567,114.219892
Kut Shing Street,"Kut Shing St, Chai Wan, Hong Kong",22.264298,114.2356936
Kwai Chi Path,"榮池徑, Ngau Chi Wan, Hong Kong",22.335143,114.208548
Kwai Chung Road,"Kwai Chung Rd, Hong Kong",22.355697,114.1294651
Kwai Fong Street,"Kwai Fong St, Happy Valley, Hong Kong",22.2666767,114.1869947
Kwai Heung Street,"Kwai Heung St, Sai Wan, Hong Kong",22.2874115,114.1429871
Kwai Sing Lane,"Kwai Sing Ln, Happy Valley, Hong Kong",22.2674617,114.1867477
Kwai Tsui Street,"Kwai Tsui St, Chai Wan, Hong Kong",22.2625702,114.2388013
Kwai Wa Lane,"Kwai Wa Ln, Sheung Wan, Hong Kong",22.2849315,114.1508483
Kwan Yick Street,"Kwan Yick St, Sai Wan, Hong Kong",22.2819504,114.1266816
Kwei Chow Street,"Kwei Chow St, To Kwa Wan, Hong Kong",22.3169754,114.192222
Kweilin Street,"Kweilin St, Hong Kong",22.3301928,114.1611053
Kwok Hing Lane,"Kwok Hing Ln, Sai Wan, Hong Kong",22.2856892,114.1433766
Kwong Cheung Street,"Kwong Cheung St, Cheung Sha Wan, Hong Kong",22.3391632,114.1516283
Kwong Chiu Terrace,"6 Fortress Hill Rd, North Point, Hong Kong",22.288959,114.194831
Kwong Fung Lane,"Kwong Fung Ln, Shek Tong Tsui, Hong Kong",22.2862232,114.1383152
Kwong Fung Terrace,"163 Third Street, Sai Wan, Hong Kong, Hong Kong",22.286002,114.138801
Kwong Hon Terrace,"Kwong Hon Terrace Garden, 41-49 Aberdeen St, Central, Hong Kong",22.2824746,114.151792
Kwong Lee Road,"Kwong Lee Rd, Lei Cheng Uk, Hong Kong",22.3394847,114.1603407
Kwong Ming Street,"Kwong Ming St, Wan Chai, Hong Kong",22.2759662,114.1691158
Kwong Shing Street,"Kwong Shing St, Hong Kong",22.3405205,114.153651
Kwong Wa Street,"Kwong Wa St, Mong Kok, Hong Kong",22.3163772,114.1731668
Kwong Yik Lane,"Kwong Yik Ln, Wan Chai, Hong Kong",22.2764362,114.1690421
Kwong Yuen Street East,"68 Siu Lek Yuen Road, Sha Tin, Hong Kong",22.3806473,114.2139846
Kwong Yuen Street West,"68 Siu Lek Yuen Road, Sha Tin, Hong Kong",22.3806473,114.2139846
Kwong Yung Street,"Shun Yung St, Hung Hom, Hong Kong",22.311423,114.1849373
Kwun Chung Street,"Kwun Chung St, Kwun Chung, Hong Kong",22.3036262,114.168704
Kwun Hoi Path,"Kwun Hoi Path, Aberdeen, Hong Kong",22.2470668,114.1587355
Kwun Tong Road,"Kwun Tong Rd, Hong Kong",22.3233207,114.2143483
Kwun Yip Street,"Kwun Yip Street, Chai Wan, Hong Kong",22.2678721,114.2445952
La Salle Road,"La Salle Rd, Hong Kong",22.3299526,114.1819988
La Salle Road,"La Salle Rd, Hong Kong",22.3299526,114.1819988
Ladder Street,"Ladder St, Hong Kong",22.2840106,114.1499083
Ladder Street Terrace,"Ladder St, Hong Kong",22.2840106,114.1499083
Laguna Street,"Laguna St, Laguna City, Hong Kong",22.3064861,114.2268781
Laguna Verde Avenue,"Laguna Verde Ave, Hung Hom, Hong Kong",22.3079371,114.192585
Lai Cheung Road,"Lai Cheung Rd, Hong Kong",22.3121117,114.1643682
Lai Chi Kok Road,"Lai Chi Kok Rd, Hong Kong",22.3313251,114.1569051
Lai Chi Kok Road,"Lai Chi Kok Rd, Hong Kong",22.3313251,114.1569051
Lai Fat Street,"Lai Fat St, Cheung Sha Wan, Hong Kong",22.332167,114.151385
Lai Hong Street,"Lai Hong St, Cheung Sha Wan, Hong Kong",22.3322587,114.1508002
Lai King Hill Road,"Lai King Hill Rd, Hong Kong",22.3437916,114.1306498
Lai On Lane,"Lai On Ln, Sai Wan, Hong Kong",22.2871154,114.1392403
Lai Po Road,"Lai Po Rd, Hong Kong",22.3319851,114.143718
Lai Tak Tsuen Road,"Lai Tak Tsuen Rd, Tai Hang, Hong Kong",22.2784253,114.19396
Lai Wa Street,"Lai Wa St, To Kwa Wan, Hong Kong",22.316352,114.1888729
Lai Wan Road,"Lai Wan Rd, Lai Chi Kok, Hong Kong",22.3389803,114.1383707
Lai Yin Lane,"Lai Yin Ln, Causeway Bay, Hong Kong",22.2802754,114.1925827
Lai Yin Street,"Lai Yin St, Hong Kong",22.2783252,114.1909644
Lai Yip Street,"Lai Yip St, Hong Kong",22.3143017,114.2175553
Lam Chak Street,"Lam Chak St, Hong Kong",22.3153892,114.2116102
Lam Chung Avenue,"Lam Chung Ave, Choi Hung Estate, Hong Kong",22.3348643,114.2059886
Lam Fook Street,"Lam Fook St, Kowloon Bay, Hong Kong",22.3225442,114.2102508
Lam Fung Street,"Lam Fung St, Kowloon Bay, Hong Kong",22.3203494,114.2087368
Lam Hing Street,"Lam Hing St, Kowloon Bay, Hong Kong",22.324393,114.207751
Lam Lee Street,"Lam Lee St, Kowloon Bay, Hong Kong",22.3239969,114.2101059
Lam Lok Street,"Lam Lok St, Kowloon Bay, Hong Kong",22.3224621,114.2074173
Lam On Fong,"Lam On Fong, Shau Kei Wan, Hong Kong",22.279379,114.2262738
Lam Wah Street,"Lam Wah St, Kowloon Bay, Hong Kong",22.3231573,114.2072768
Lambeth Walk,"Lambeth Walk, Central, Hong Kong",22.2804799,114.1626114
Lan Fong Road,"Lan Fong Rd, Causeway Bay, Hong Kong",22.2786813,114.1843804
Lan Kwai Fong,"Central, Hong Kong",22.2808373,114.1556712
Lancashire Road,"Lancashire Rd, Kowloon Tsai, Hong Kong",22.330296,114.1803245
Landale Street,"Landale St, Wan Chai, Hong Kong",22.277138,114.1693144
Lap Tak Lane,"Lap Tak Ln, Wan Chai, Hong Kong",22.2764873,114.1801934
Larch Street,"Larch St, Tai Kok Tsui, Hong Kong",22.322196,114.163988
Larkspur Street,"Larkspur St, So Uk, Hong Kong",22.3410533,114.1568051
Lau Li Street,"Lau Li St, Causeway Bay, Hong Kong",22.2841739,114.1920374
Lau Sin Street,"Lau Sin St, Causeway Bay, Hong Kong",22.2831421,114.1924848
Lee Chi Road,"Lee Chi Rd, Ap Lei Chau, Hong Kong",22.2429403,114.1537907
Lee Chung Street,"Lee Chung St, Chai Wan, Hong Kong",22.265672,114.2360575
Lee Garden Road,"Lee Garden Rd, Causeway Bay, Hong Kong",22.278824,114.1836765
Lee Hing Street,"Lee Hing St, Ap Lei Chau, Hong Kong",22.2387473,114.1533186
Lee King Street,"Lee King St, Ap Lei Chau, Hong Kong",22.2382679,114.153375
Lee Kung Street,"Lee Kung St, Hung Hom, Hong Kong",22.3093387,114.1867529
Lee Lok Street,"Lee Lok St, Ap Lei Chau, Hong Kong",22.2377151,114.153658
Lee Man Road,"Lee Man Rd, Ap Lei Chau, Hong Kong",22.2436794,114.1523586
Lee Nam Road,"Lee Nam Rd, Ap Lei Chau, Hong Kong",22.2394957,114.1507007
Lee On Lane,"Lee On Ln, Cha Liu Au, Hong Kong",22.331402,114.222303
Lee On Road,"Lee On Rd, Cha Liu Au, Hong Kong",22.3317139,114.2261116
Lee Tat Street,"Room 16-18, 22/F, New Tech Plaza, No. 34 Tai Yau Street, San Po Kong, Kowloon, Hong Kong., Hong Kong",22.336632,114.197186
Lee Tung Street,"Lee Tung St, Wan Chai, Hong Kong",22.2756637,114.1723759
Lee Wing Street,"Lee Wing St, Ap Lei Chau, Hong Kong",22.2392463,114.153063
Lee Yip Street,"Lee Yip St, Mong Kok, Hong Kong",22.3142651,114.1674227
Legislative Council Road,"Legislative Council Rd, Central, Hong Kong",22.2816609,114.1668495
Lei King Road,"Lei King Rd, Aldrich Bay, Hong Kong",22.2851218,114.2224073
Lei Tung Estate Road,"Lei Tung Estate Rd, Ap Lei Chau, Hong Kong",22.2419689,114.1561806
Lei Yue Mun Path,"Lei Yue Mun Path, Hong Kong",22.2923228,114.238589
Lei Yue Mun Praya Road,"Lei Yue Mun Praya Rd, Hong Kong",22.2920194,114.2389402
Lei Yue Mun Road,"Lei Yue Mun Rd, Hong Kong",22.3044966,114.2349295
Leighton Lane,"Leighton Ln, Hong Kong",22.2774424,114.1838691
Leighton Road,"Leighton Rd, Leighton Hill, Hong Kong",22.2776163,114.1841667
Leung Fai Terrace,"Leung Fai Terrace, Mid-level, Hong Kong",22.2806392,114.1522983
Leung I Fong,"Leung I Fong, Sai Wan, Hong Kong",22.2853983,114.1427309
Li Chit Street,"Li Chit St, Wan Chai, Hong Kong",22.276861,114.169549
Li Kwan Avenue,"Li Kwan Ave, Tai Hang, Hong Kong",22.2766522,114.1941174
Li Po Lung Path,"Li Po Lung Path, Sai Wan, Hong Kong",22.283419,114.131303
Li Po Lung Terrace,"Li Po Lung Path, Sai Wan, Hong Kong",22.283419,114.131303
Li Sing Street,"Li Sing St, Hong Kong",22.2872865,114.1452661
Li Tak Street,"Li Tak St, Tai Kok Tsui, Hong Kong",22.3208934,114.1611502
Li Yuen Street East,"Li Yuen St E, Central, Hong Kong",22.2828042,114.156412
Li Yuen Street West,"Li Yuen St W, Central, Hong Kong",22.2830943,114.1561809
Liberty Avenue,"Liberty Ave, Ho Man Tin, Hong Kong",22.3187536,114.1742368
Lilac Street,"Lilac St, So Uk, Hong Kong",22.340932,114.157986
Lily Street,"Lily St, Tin Hau, Hong Kong",22.279467,114.192644
Lime Street,"Lime St, Tai Kok Tsui, Hong Kong",22.322304,114.1640828
Lin Cheung Road,"Lin Cheung Rd, Hong Kong",22.3244457,114.1553033
Lin Cheung Road,"Lin Cheung Rd, Hong Kong",22.3244457,114.1553033
Lin Fa Kung Street East,"Lin Fa Kung St W, Tin Hau, Hong Kong",22.2798547,114.1925622
Lin Fa Kung Street West,"Lin Fa Kung St W, Tin Hau, Hong Kong",22.2798547,114.1925622
Lin Shing Road,"Lin Shing Rd, Hong Kong",22.2603917,114.2370135
Lin Tak Road,"Lin Tak Rd, Hong Kong",22.3120533,114.2380024
Lincoln Road,"Lincoln Rd, Kowloon Tong, Hong Kong",22.3276743,114.1772976
Link Road,"Link Rd, Hong Kong",22.2754829,114.1852773
Lion Rock Road,"Lion Rock Rd, Hong Kong",22.3290969,114.1881769
Lion Rock Tunnel Road,"Lion Rock Tunnel, Hong Kong",22.351337,114.1775944
Lloyd Path,"Lloyd Path, The Peak, Hong Kong",22.2703625,114.1605035
Lo Lung Hang Street,"Lo Lung Hang St, Hung Hom, Hong Kong",22.307712,114.183503
Lock Road,"Lock Rd, Tsim Sha Tsui, Hong Kong",22.297154,114.1715472
Lockhart Road,"Lockhart Rd, Hong Kong",22.2785972,114.1766163
Lok Hing Lane,"Lok Hing Ln, Central, Hong Kong",22.2820678,114.1550393
Lok Ku Road,"Lok Ku Rd, Hong Kong",22.2852075,114.1497002
Lok Kwan Street,"Lok Kwan St, Tai Kok Tsui, Hong Kong",22.3232081,114.1609847
Lok Man Road,"Lok Man Rd, Hong Kong",22.2687095,114.2349895
Lok Shan Road,"Lok Shan Rd, To Kwa Wan, Hong Kong",22.3169628,114.1890134
Lok Sin Road,"Lok Sin Rd, Hong Kong",22.332186,114.193299
Lok Yeung Street,"Lok Yeung St, Aberdeen, Hong Kong",22.2492265,114.1552242
Lomond Road,"Lomond Rd, Hong Kong",22.3259296,114.1854743
London Lane,"London Ln, Ap Lei Chau, Hong Kong",22.2438296,114.1545785
Long Yuet Street,"Long Yuet St, To Kwa Wan, Hong Kong",22.3171026,114.1928591
Lower Albert Road,"Lower Albert Rd, Central, Hong Kong",22.279383,114.1574475
Lower Kai Yuen Lane,"Kai Yuen St, Hong Kong",22.2900579,114.2033052
Lower Lascar Row,"Upper Lascar Row, Tai Ping Shan, Hong Kong",22.2849487,114.1495921
Luard Road,"Luard Rd, Wan Chai, Hong Kong",22.2775742,114.1716166
Luen On Street,"Luen On St, Ngau Tau Kok, Hong Kong",22.3155173,114.2214868
Luen Wan Street,"Luen Wan St, Mong Kok, Hong Kong",22.3214148,114.1722517
Lugard Road,"Lugard Rd, The Peak, Hong Kong",22.2756604,114.1417499
Luk Hop Street,"Luk Hop St, San Po Kong, Hong Kong",22.3368361,114.1999627
Luk Lau Avenue,"Luk Lau Ave, Ngau Chi Wan, Hong Kong",22.3356986,114.2053078
Luk Ming Street,"Luk Ming St, Ma Tau Kok, Hong Kong",22.3216969,114.1916197
Lun Cheung Street,"Lun Cheung St, Ma Tau Kok, Hong Kong",22.3215954,114.1918524
Lun Fat Street,"Lun Fat St, Wan Chai, Hong Kong",22.2764861,114.1705468
Lun Hing Street,"Lun Hing St, Happy Valley, Hong Kong",22.2677392,114.1871524
Lung Cheung Road,"Lung Cheung Rd, Hong Kong",22.3427847,114.1850824
Lung Chi Path,"Lung Chi Path, Ngau Chi Wan, Hong Kong",22.33571,114.208333
Lung Chu Street,"Lung Chu St, Hong Kong",22.3342248,114.1724932
Lung Fung Street,"Lung Fung St, Chuk Un, Hong Kong",22.3452389,114.1968475
Lung Kai Terrace,"Kai Yuen Terrace, Hong Kong",22.2908882,114.2037846
Lung King Street,"Lung King St, Wan Chai, Hong Kong",22.2810839,114.1691156
Lung Kong Road,"Lung Kong Rd, Hong Kong",22.328882,114.190397
Lung On Street,"Lung On St, Wan Chai, Hong Kong",22.2730967,114.1739583
Lung Ping Road,"Lung Ping Rd, Hong Kong",22.3419504,114.1678385
Lung Poon Street,"Lung Poon St, Hong Kong",22.3415091,114.2012206
Lung Shan Road,"Mid-level, Hong Kong",22.280148,114.139932
Lung Tak Street,"Lung Tak St, Tsuen Wan, Hong Kong",22.3646944,114.117127
Lung To Street,"Tang Lung St, Bowrington, Hong Kong",22.2791399,114.1820971
Lung Wah Street,"Lung Wah St, Sai Wan, Hong Kong",22.2799981,114.1283903
Lung Wo Road,"Lung Wo Rd, Central, Hong Kong",22.2826474,114.1640672
Lung Wui Road,"Lung Wui Rd, Central, Hong Kong",22.2809011,114.1676756
Lung Yan Street,"Lung Yan Rd, Hong Kong",22.3481299,114.1689473
Lung Yin Road,"Lyndhurst Terrace, Central, Hong Kong",22.2825136,114.1540429
Lyndhurst Terrace,"Lyttelton Rd, Mid-level, Hong Kong",22.2834713,114.1445549
Lyttelton Road,"Ma Chai Hang Rd, Hong Kong",22.3433756,114.189026
Ma Chai Hang Road,"Ma Hang Chung Rd, To Kwa Wan, Hong Kong",22.319469,114.1895049
Ma Hang Chung Road,"Ma Tau Chung Rd, Hong Kong",22.3244184,114.1887418
Ma Tau Chung Road,"Ma Tau Kok Rd, Hong Kong",22.3213873,114.1910477
Ma Tau Kok Road,"Ma Tau Wai Rd, Hong Kong",22.3145067,114.1873831
Ma Tau Wai Road,"Macdonnell Rd, Mid-level, Hong Kong",22.275285,114.158722
Macdonnell Road,"Magazine Gap Rd, Hong Kong",22.2727058,114.16199
Magazine Gap Road,"Magnolia Rd, Yau Yat Chuen, Hong Kong",22.3291212,114.1726689
Magnolia Road,"Maidstone Ln, To Kwa Wan, Hong Kong",22.3195108,114.1869571
Maidstone Lane,"Maidstone Rd, To Kwa Wan, Hong Kong",22.3175825,114.1869788
Maidstone Road,"Ap Lei Chau Main St, Ap Lei Chau, Hong Kong",22.24391,114.155237
"Main Street, Ap Lei Chau","Malacca St, Hung Hom, Hong Kong",22.3077966,114.1829787
Malacca Street,"Mallory St, Wan Chai, Hong Kong",22.277378,114.1767975
Mallory Street,"Man Cheong St, Yau Ma Tei, Hong Kong",22.3082479,114.1665327
Man Cheong Street,"Man Cheung St, Central, Hong Kong",22.2852988,114.1577829
Man Cheung Street,"Man Chiu St, Central, Hong Kong",22.287038,114.1556448
Man Chiu Street,"Man Fai St, Central, Hong Kong",22.2882206,114.1554307
Man Fai Street,"Man Fat St, Lei Cheng Uk, Hong Kong",22.3404768,114.1583715
Man Fat Street,"Man Fuk Rd, Ho Man Tin, Hong Kong",22.3195255,114.1779907
Man Fuk Road,"13/F,, Coda Plaza, 51 Garden Rd, Mid-level, Hong Kong",22.2763595,114.1561985
Man Fung Path,"Man Hing Ln, Central, Hong Kong",22.2833039,114.1527744
Man Hing Lane,"Man Hong St, Tsat Tsz Mui, Hong Kong",22.2928816,114.2050415
Man Hong Street,"Man Kat St, Hong Kong",22.286708,114.1555203
Man Kat Street,"Man Kwong St, Central, Hong Kong",22.2870697,114.1579436
Man Kwong Street,"Man Lok St, Hung Hom, Hong Kong",22.309805,114.1893079
Man Lok Street,"Man Ming Ln, Yau Ma Tei, Hong Kong",22.3117711,114.1700041
Man Ming Lane,"Man On St, Tai Kok Tsui, Hong Kong",22.3236742,114.1613929
Man On Street,"Man Po St, Central, Hong Kong",22.2866948,114.1571747
Man Po Street,"310 Gloucester Rd, Causeway Bay, Hong Kong",22.2811761,114.1864329
Man She Lane,"Man Sing St, Ferry Point, Hong Kong",22.3075612,114.1663454
Man Sing Street,"Siu Yip St, Kowloon Bay, Hong Kong",22.320345,114.213019
Man Siu Street,"Man Tai St, Hung Hom, Hong Kong",22.3065184,114.1884418
Man Tai Street,"Man Wa Ln, Sheung Wan, Hong Kong",22.2861912,114.1524609
Man Wa Lane,"Man Wai St, Yau Ma Tei, Hong Kong",22.307868,114.1664222
Man Wai Street,"Man Wan Rd, Ho Man Tin, Hong Kong",22.3189587,114.1773583
Man Wan Road,"Man Wui St, Yau Ma Tei, Hong Kong",22.3068962,114.1661478
Man Wui Street,"Man Yee Ln, Central, Hong Kong",22.2835895,114.1558115
Man Yee Lane,"Man Ying St, Yau Ma Tei, Hong Kong",22.307273,114.1662483
Man Ying Street,"Man Yiu St, Central, Hong Kong",22.285005,114.1599424
Man Yiu Street,"Man Yue St, Hung Hom, Hong Kong",22.3087988,114.1883513
Man Yue Street,"Man Yuen St, Yau Ma Tei, Hong Kong",22.3075612,114.1663454
Man Yuen Street,"Mansfield Rd, The Peak, Hong Kong",22.265659,114.1627925
Mansfield Road,"Mansion St, Tsat Tsz Mui, Hong Kong",22.2900859,114.208957
Mansion Street,"Maple St, Tai Kok Tsui, Hong Kong",22.3261225,114.1644384
Maple Street,"Maple St, Tai Kok Tsui, Hong Kong",22.3261225,114.1644384
Maple Street,"Marble Rd, Hong Kong",22.2920059,114.2013776
Marble Road,"Marconi Rd, Beacon Hill, Hong Kong",22.3414459,114.1818537
Marconi Road,"Marigold Rd, Yau Yat Chuen, Hong Kong",22.3284973,114.1733343
Marigold Road,"Tung Choi St, Mong Kok, Hong Kong",22.3216266,114.1700929
Market Street,"Marsh Rd, Hong Kong",22.2802391,114.1790862
Marsh Road,"Marsh St, Hung Hom, Hong Kong",22.307337,114.185876
Marsh Street,Hong Kong,22.396428,114.109497
Mason's Lane,"Matheson St, Causeway Bay, Hong Kong",22.277913,114.1826471
